hedge_fund,date,¥«­È,¥[½X,´î½X,XIRR
Scion Asset Management,2022/11/14,44791712.04,40535165.64,0,0.467193236
Scion Asset Management,2023/2/14,52471455.41,37085745.71,38680544.15,0.47152325
Scion Asset Management,2023/5/15,82440505.06,68447505.06,29070476.99,0.459167852
Scion Asset Management,2023/8/14,85440287.64,64387560.54,77158024,0.465043324
Scion Asset Management,2023/11/14,38877712.76,23630621.26,60385357.63,0.452008031
Scion Asset Management,2024/1/9,42393016.17,0,0,0.452853269
Appaloosa,2016/5/16,3213959906,0,0,0
Appaloosa,2016/8/15,2460427878,166405508.3,1053688263,0.177672178
Appaloosa,2016/11/14,2061934903,555420181.5,770776057.1,-0.035456789
Appaloosa,2017/2/14,2934071300,1149579726,511390991.8,0.097262069
Appaloosa,2017/5/15,3441728203,1096561317,680183663.2,0.106242021
Appaloosa,2017/8/14,4241610621,1681898866,985634321.2,0.110825475
Appaloosa,2017/11/14,4883044379,756559261.1,662184927.6,0.204439059
Appaloosa,2018/2/14,6938184778,2989779063,968324195.3,0.170706923
Appaloosa,2018/5/15,7831831573,1965584275,1697100430,0.215835933
Appaloosa,2018/8/14,7180572144,827123675,1335608262,0.161060769
Appaloosa,2018/11/14,5014357010,1089759489,2112542198,0.029970742
Appaloosa,2019/2/14,2142755728,173531631.6,3378681368,0.055425189
Appaloosa,2019/5/15,2622616988,720090730.4,189717420.7,0.049047796
Appaloosa,2019/8/14,1471943158,65298002.84,1185563473,0.044312764
Appaloosa,2019/11/14,2224545108,815730504.8,43268823.78,0.041638049
Appaloosa,2020/2/14,3213378637,470007405.4,110168846.2,0.082287312
Appaloosa,2020/5/15,2358785225,476394446.6,455782094,0.021133399
Appaloosa,2020/8/14,4788225663,2162933755,180016778,0.049414163
Appaloosa,2020/11/16,5003047561,1022929809,1229185517,0.069371345
Appaloosa,2021/2/16,5539566663,1035095579,1265968413,0.101189106
Appaloosa,2021/5/17,6128295393,1671386449,1096590455,0.096270152
Appaloosa,2021/8/16,4161035854,227580591.4,2027801250,0.084105075
Appaloosa,2021/11/15,3736599580,376294966.3,478516818.1,0.068097304
Appaloosa,2022/2/14,2747244098,333971689.2,1042824096,0.054433359
Appaloosa,2022/5/16,1606290129,95557460,1309685186,0.05587843
Appaloosa,2022/8/15,1542555403,570604896.1,655605441.7,0.05585331
Appaloosa,2022/11/14,1316664191,180972500,300907764,0.051065802
Appaloosa,2023/2/14,1351513592,102148350,91166004.32,0.051335361
Appaloosa,2023/5/15,1804088549,452491350,40597419.27,0.052201376
Appaloosa,2023/8/14,5281612785,3514227500,346666743.5,0.061952223
Appaloosa,2023/11/14,5401631375,570209000,807342450,0.070308144
Appaloosa,2024/1/9,5747922126,0,0,0.07831462
Horizon Kinetics Asset Management,2019/5/15,3998912747,0,0,0
Horizon Kinetics Asset Management,2019/8/14,3552913387,32264884.61,112077972.3,-0.319693314
Horizon Kinetics Asset Management,2019/11/14,3129968907,49304481.12,233493614.6,-0.281726095
Horizon Kinetics Asset Management,2020/2/14,3481005207,14636291.81,207099715,-0.020944994
Horizon Kinetics Asset Management,2020/5/15,2318427432,83828897.35,91770189.7,-0.320985095
Horizon Kinetics Asset Management,2020/8/14,2731131754,149620921.2,215408701.7,-0.161143345
Horizon Kinetics Asset Management,2020/11/16,2629251253,43799732.83,156538549.3,-0.13535106
Horizon Kinetics Asset Management,2021/2/16,3105490138,22013875,940752290,0.099865973
Horizon Kinetics Asset Management,2021/5/17,4044714878,82459923.48,134156419.3,0.210747861
Horizon Kinetics Asset Management,2021/8/16,3998593118,298988948.2,39155400.91,0.158917573
Horizon Kinetics Asset Management,2021/11/15,3833612147,55888161.88,38233810.69,0.12699956
Horizon Kinetics Asset Management,2022/2/14,3487482870,96364283.04,60604107.95,0.081334873
Horizon Kinetics Asset Management,2022/5/16,3940075150,251439521.3,33955718.54,0.095613091
Horizon Kinetics Asset Management,2022/8/15,4438800088,118132874.1,77365300.05,0.122957553
Horizon Kinetics Asset Management,2022/11/14,5829578169,48207399.52,144190854.2,0.203587946
Horizon Kinetics Asset Management,2023/2/14,4781423120,140737037.7,161691335.5,0.13451893
Horizon Kinetics Asset Management,2023/5/15,3888060462,43486785.29,122394699.5,0.079176184
Horizon Kinetics Asset Management,2023/8/14,4548876147,38598784.42,159562128.2,0.117625658
Horizon Kinetics Asset Management,2023/11/14,3977062622,7411741.18,139962125.7,0.089431222
Horizon Kinetics Asset Management,2024/1/9,3816379737,0,0,0.07856769
